sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)",insured_losses,"Disaster name","Disaster No."
/09/2013,/09/2013,"Viet Nam",VNM,"Lao Cai, Ha Giang, Lai Chau provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,23,0,0,0,,2013-0333
02/08/2013,03/08/2013,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,Kph,Storm,"Tropical cyclone",--,--,7,5011,1000,0,"Tropical storm Jebi",2013-0341
24/09/2013,24/09/2013,"Viet Nam",VNM,"An Giang, Ba Ria-Vung Tau, Bac Lieu, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Ca Mau, Can Tho City, Da Nang City, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Ha Tinh, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kien Giang, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Soc Trang, Tay Ninh, Thua Thien - Hue, Tien Giang, Tra Vinh, Vinh Long provinces",,,,Km2,Flood,"Riverine flood",--,--,30,0,0,0,,2013-0380
03/09/2013,04/09/2013,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Da Nang City, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Binh, Quang Nam, Quang Ninh, Quang Tri, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Thua Thien - Hue, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",--,29,1000,0,0,,2013-0412
16/09/2013,18/09/2013,"Viet Nam",VNM,"Dak Lak, Quang Tri, Quang Ngai, Quang Nam, Kon Tum provinces",,,,Km2,Flood,"Riverine flood",--,--,7,25000,0,0,,2013-0417
30/09/2013,15/10/2013,"Viet Nam",VNM,"Binh Dinh, Quang Binh, Quang Nam, Quang Ngai, Ha Tinh, Quang Tri, Thua Thien - Hue, Khanh Hoa, Nghe An, Da Nang City, Phu Yen, Thanh Hoa provinces",,,194,Kph,Storm,"Tropical cyclone",--,--,36,1835585,663230,0,"Typhoon Wutip ",2013-0419
10/10/2013,15/10/2013,"Viet Nam",VNM,"Da Nang City, Quang Nam, Thua Thien - Hue, Quang Ngai provinces",,,133,Kph,Storm,"Tropical cyclone",--,--,20,109754,76000,0,"Tropical storm Nari (SAnti)",2013-0430
11/11/2013,11/11/2013,"Viet Nam",VNM,"Quang Ninh, Hai Phong City, Bac Giang, Quang Ngai, Thanh Hoa, Nghe An, Ha Tinh, Quang Tri, Thua Thien - Hue, Da Nang City, Quang Nam provinces",,,102,Kph,Storm,"Tropical cyclone",--,--,16,13094,734000,0,"Typhoon Haiyan (Yolanda)",2013-0433
14/11/2013,20/11/2013,"Viet Nam",VNM,"Quang Ngai, Binh Dinh, Quang Nam, Da Nang City, Phu Yen, Gia Lai, Kon Tum provinces",15.58,107.7,48985,Km2,Flood,"Riverine flood",--,--,47,2130001,72000,0,,2013-0443
19/07/2014,20/07/2014,"Viet Nam",VNM,"Mong Cai Township district (Quang Ninh province)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",27,36000,6200,0,"Typhoon Rammasun (Glenda)",2014-0227
16/09/2014,16/09/2014,"Viet Nam",VNM,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,130,Kph,Storm,"Tropical cyclone",--,--,11,11325,4500,0,"Typhoon Kalmaegi (Luis)",2014-0390
30/11/2014,30/11/2014,"Viet Nam",VNM,"Phu Yen, Binh Dinh provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,750,0,0,"Tropical storm 'Sinlaku' (Queenie)",2014-0474
24/06/2015,29/06/2015,"Viet Nam",VNM,"Son La province",,,,Kph,Storm,"Tropical cyclone",--,--,7,115,0,0,"Tropical storm Kujira",2015-0252
25/07/2015,05/08/2015,"Viet Nam",VNM,"Quang Ninh province",20.8137,106.86,24336.74,Km2,Flood,"Flash flood","Slide (land, mud, sn",--,32,15000,204000,0,,2015-0292
07/09/2015,11/09/2015,"Viet Nam",VNM,"Minh Tien village (Vi Xuyen district, Ha Giang province), Khanh Hoa, Cao Bang, Lai Chau, Dong Na, Lam Dong, Binh Thuan, An Giang, Dong Thap provinces",205.669,104.76,192886.73,Km2,Flood,--,--,--,2,100,0,0,,2015-0460
/12/2015,/02/2017,"Viet Nam",VNM,"An Giang, Ba Ria-Vung Tau, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Can Tho city, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Nam, Quang Ngai, Soc Trang, Tay Ninh, Tien Giang, Tra Vinh, Vinh Long provinces",,,,Km2,Drought,Drought,--,--,0,1750000,6750000,0,,2015-9617
28/07/2016,28/07/2016,"Viet Nam",VNM,"Nam Dinh, Thai Binh and Ninh Binh provinces",,,88,Kph,Storm,"Tropical cyclone",--,--,1,191750,191000,0,"Storm Mirinae",2016-0268
13/10/2016,15/10/2016,"Viet Nam",VNM,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,34,610000,350000,0,"Tropical storm Aere",2016-0362
02/08/2016,02/08/2016,"Viet Nam",VNM,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,,,Kph,Storm,--,Flood,--,25,182500,144000,0,"Typhoon Carina (Nida)",2016-0371
18/08/2016,21/08/2016,"Viet Nam",VNM,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, sn",11,11090,157,0,"Tropical storm Dianmu",2016-0379
09/10/2016,16/10/2016,"Viet Nam",VNM,"Quang Binh (Minh Hoa, Tuyen Hoa), Ha Tinh (Huong Khe), Nghe An, Quang Tri  (Vinh Linh, Hai Lang, Trieu Phong), Thua Thien Hue provinces",16.004,107.68,63641.54,Km2,Flood,"Riverine flood",--,--,35,659615,104280,0,,2016-0400
12/12/2016,20/12/2016,"Viet Nam",VNM,"Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh provinces",,,44341.22,Km2,Flood,--,--,--,27,562121,35000,0,,2016-0497
30/10/2016,05/11/2016,"Viet Nam",VNM,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",,,,Km2,Flood,--,--,--,21,206340,22000,0,,2016-0517
12/08/2016,14/08/2016,"Viet Nam",VNM,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien,  Ha Thin, Son La, Thai Nguyen",,,,Km2,Flood,--,"Slide (land, mud, sn",--,8,509,0,0,,2016-0573
27/06/2017,05/07/2017,"Viet Nam",VNM,"Ha Giang, Lao Cai, Dien Bien, Yen Bai, Tuyen Quang, Thai Nguyen, Lai Chau, Bac Kan, Cao Bang, Binh Thuan, An Giang, and Cà Mau Provinces

",,,,Km2,Flood,--,"Slide (land, mud, sn",--,1,4104,355,0,,2017-0259
07/07/2017,10/07/2017,"Viet Nam",VNM,"Thai Nguyen, Ha Giang, Dien Bien, Hoa Binh, Cao Bang",,,,Km2,Flood,--,"Slide (land, mud, sn",--,14,400,1300,0,,2017-0270
17/07/2017,18/07/2017,"Viet Nam",VNM,"Thanh Hoa, Nghe An (Hon Ngu beach, Cua Lo district), Ha Tinh, Ha Noi city (Nhà
Xanh Market in Câu Giây District)",,,95,Kph,Storm,"Tropical cyclone",--,--,9,21000,0,0,"Tropical Storm Talas",2017-0281
03/08/2017,03/08/2017,"Viet Nam",VNM,"Yen Bai (Mu Cang Chai Town), Son La (Muong La), Bac Kan, Lai Chau, Dien Bien",,,,Km2,Flood,"Flash flood",--,--,39,4161,88000,0,,2017-0337
15/09/2017,16/09/2017,"Viet Nam",VNM,"Nghe An, Ha Tinh, Thnah Hoa,  Qunag Binh, Qunag Tri, Thua Thien-Hue, Hoa Binh",,,165,Kph,Storm,"Tropical cyclone",--,--,18,615112,484000,0,"TYphoon 'Doksuri'",2017-0406
04/11/2017,05/11/2017,"Viet Nam",VNM,"Khanh Hoa, Phu Yên, Binh Dinh, Dak Lak, Gia Lai, Dak Nông, Lâm Dông, Quang Nam, Quang Ngai, Kom Tum",,,130,Kph,Storm,"Tropical cyclone",Flood,--,123,4330000,1000000,0,"Typhoon 'Damrey'",2017-0422
08/10/2017,16/10/2017,"Viet Nam",VNM,"Thanh Hoa, Nghe An, Ha Tinh, Hoa Binh, Yen Bai, Son La, Quang Tri, Ha Noi, Phu Tho, Ha Nam",,,,Km2,Flood,--,"Slide (land, mud, sn",--,103,40000,0,0,,2017-0428
19/11/2017,24/11/2017,"Viet Nam",VNM,"Quang Tr?, Thua Thien-Hue, ?a Nang, Quang Nam, Quang Ngai, and Binh D?nh ",11.664,108.399,27646.32,Km2,Flood,--,--,--,8,41500,0,0,,2017-0492


"Created on: December 28, 2017"
"Source: EM-DAT: The Emergency Events Database - Universite catholique de Louvain (UCL) - CRED, D. Guha-Sapir - www.emdat.be, Brussels, Belgium"
